method,duration,bias,error,relArea,cost,tau_p,tau_v
KDE,512,-41786.4828,-0.0222,0.977790922,29.26155901,86164.091,3600
KDE,512,-104466.207,-0.0555,0.944510616,29.15096855,86164.091,3600
KDE,512,-79243.7354,-0.0421,0.95792735,33.52519894,86164.091,3600
KDE,512,-38210.1622,-0.0203,0.979724593,29.29708099,86164.091,3600
KDE,512,-51197.8528,-0.0272,0.972846021,31.01102948,86164.091,3600
KDE,512,-85078.7848,-0.0452,0.954755051,29.27220392,86164.091,3600
KDE,512,-123288.947,-0.0655,0.934458349,28.92734313,86164.091,3600
KDE,512,56844.6748,0.0302,1.030163269,29.19569969,86164.091,3600
KDE,512,-7905.5508,-0.0042,0.995780816,29.32526278,86164.091,3600
KDE,512,16940.466,0.009,1.008959036,29.19096136,86164.091,3600
KDE,512,-185780.4438,-0.0987,0.901289374,29.2471981,86164.091,3600
KDE,512,-203850.2742,-0.1083,0.891656651,30.97135711,86164.091,3600
KDE,512,43292.302,0.023,1.022960137,28.87722874,86164.091,3600
KDE,512,-199332.8166,-0.1059,0.894099973,29.05964875,86164.091,3600
KDE,512,-57597.5844,-0.0306,0.969401357,28.96367145,86164.091,3600
KDE,512,-83572.9656,-0.0444,0.955607698,29.27982378,86164.091,3600
KDE,512,16187.5564,0.0086,1.008568803,29.39287281,86164.091,3600
KDE,512,-253730.5352,-0.1348,0.86515771,29.53198576,86164.091,3600
KDE,512,-27292.973,-0.0145,0.985544794,29.17395902,86164.091,3600
KDE,512,79243.7354,0.0421,1.042099895,29.01860571,86164.091,3600
KDE,512,3388.0932,0.0018,1.001845994,29.13824892,86164.091,3600
KDE,512,7717.3234,0.0041,1.004120574,30.92524981,86164.091,3600
KDE,512,124041.8566,0.0659,1.065904321,29.09151649,86164.091,3600
KDE,512,-183898.1698,-0.0977,0.902314502,29.4139061,86164.091,3600
KDE,512,-125924.1306,-0.0669,0.93312881,29.40313888,86164.091,3600
KDE,512,-76232.097,-0.0405,0.959470669,29.51918697,86164.091,3600
KDE,512,-20328.5592,-0.0108,0.989241416,29.13042021,86164.091,3600
KDE,512,-135900.1828,-0.0722,0.927787842,29.02623105,86164.091,3600
KDE,512,11105.4166,0.0059,1.00587051,29.22878742,86164.091,3600
KDE,512,17693.3756,0.0094,1.009405577,31.07486391,86164.091,3600
KDE,512,27104.7456,0.0144,1.014403417,28.86364579,86164.091,3600
KDE,512,-5082.1398,-0.0027,0.997326616,29.44199634,86164.091,3600
KDE,512,-87713.9684,-0.0466,0.95339955,29.17145324,86164.091,3600
KDE,512,-48939.124,-0.026,0.973951439,29.42523098,86164.091,3600
KDE,512,-95619.5192,-0.0508,0.949158155,28.93649626,86164.091,3600
KDE,512,153593.5584,0.0816,1.081578456,29.07770252,86164.091,3600
KDE,512,-46115.713,-0.0245,0.975486463,29.21477699,86164.091,3600
KDE,512,-23340.1976,-0.0124,0.987591094,30.89192915,86164.091,3600
KDE,512,52515.4446,0.0279,1.027876581,28.94878387,86164.091,3600
KDE,512,-79808.4176,-0.0424,0.957586677,29.09495974,86164.091,3600
KDE,512,-3576.3206,-0.0019,0.998081989,29.17699575,86164.091,3600
KDE,512,-102207.4782,-0.0543,0.945666046,29.32867694,86164.091,3600
KDE,512,-72279.3216,-0.0384,0.961592802,29.07474852,86164.091,3600
KDE,512,-95431.2918,-0.0507,0.949338915,28.9492867,86164.091,3600
KDE,512,13364.1454,0.0071,1.007064029,29.20419931,86164.091,3600
KDE,512,-6587.959,-0.0035,0.996482859,31.18756723,86164.091,3600
KDE,512,-70020.5928,-0.0372,0.962794227,29.07117581,86164.091,3600
KDE,512,94678.3822,0.0503,1.050299479,29.16994882,86164.091,3600
KDE,512,91290.289,0.0485,1.04847047,29.25818372,86164.091,3600
KDE,512,-22399.0606,-0.0119,0.988051716,29.33946681,86164.091,3600
KDE,512,-93360.7904,-0.0496,0.950353921,29.11530113,86164.091,3600
KDE,512,145311.5528,0.0772,1.077209608,29.09324384,86164.091,3600
KDE,512,-74349.823,-0.0395,0.960518429,29.30079675,86164.091,3600
KDE,512,-207050.14,-0.11,0.889965023,29.02954364,86164.091,3600
KDE,512,62491.4968,0.0332,1.03318454,31.24705338,86164.091,3600
KDE,512,-62679.7242,-0.0333,0.966743338,28.93457985,86164.091,3600
KDE,512,-54397.7186,-0.0289,0.971139931,29.17580438,86164.091,3600
KDE,512,-64938.453,-0.0345,0.965466054,29.29626751,86164.091,3600
KDE,512,-156228.742,-0.083,0.917045763,29.15313148,86164.091,3600
KDE,512,-37645.48,-0.02,0.980042272,29.01201129,86164.091,3600
KDE,512,-39339.5266,-0.0209,0.979066949,29.20266366,86164.091,3600
KDE,512,60797.4502,0.0323,1.032347678,31.24904823,86164.091,3600
KDE,512,-140605.8678,-0.0747,0.925326734,29.08681846,86164.091,3600
KDE,512,-81314.2368,-0.0432,0.95679488,29.24597383,86164.091,3600
KDE,512,157734.5612,0.0838,1.083770796,28.98142266,86164.091,3600
KDE,512,-97501.7932,-0.0518,0.948156422,29.35612679,86164.091,3600
KDE,512,-109736.5742,-0.0583,0.941657146,29.06808782,86164.091,3600
KDE,512,-220978.9676,-0.1174,0.882620741,29.2053616,86164.091,3600
KDE,512,-6023.2768,-0.0032,0.996804336,28.92846894,86164.091,3600
KDE,512,-92231.426,-0.049,0.950951544,29.31292415,86164.091,3600
KDE,512,-54209.4912,-0.0288,0.971212579,31.24746203,86164.091,3600
KDE,512,-34069.1594,-0.0181,0.981889393,28.95468807,86164.091,3600
KDE,512,-62115.042,-0.033,0.966968009,29.05335188,86164.091,3600
KDE,512,-174486.7998,-0.0927,0.907296591,29.25738573,86164.091,3600
KDE,512,-50821.398,-0.027,0.972952534,29.22035742,86164.091,3600
KDE,512,-23340.1976,-0.0124,0.987580671,30.21980381,86164.091,3600
KDE,512,-9223.1426,-0.0049,0.995101237,29.04162598,86164.091,3600
KDE,512,-25598.9264,-0.0136,0.986418812,29.09290242,86164.091,3600
KDE,512,-161122.6544,-0.0856,0.91441719,31.12939262,86164.091,3600
KDE,512,-211755.825,-0.1125,0.887512751,28.93845916,86164.091,3600
KDE,512,4329.2302,0.0023,1.002331763,29.18957758,86164.091,3600
KDE,512,-41598.2554,-0.0221,0.977942021,29.21390033,86164.091,3600
KDE,512,-5270.3672,-0.0028,0.997182921,29.02367163,86164.091,3600
KDE,512,27669.4278,0.0147,1.014726305,29.28219485,86164.091,3600
KDE,512,7905.5508,0.0042,1.004163598,28.95104933,86164.091,3600
KDE,512,-209497.0962,-0.1113,0.888722238,29.01845813,86164.091,3600
KDE,512,-70961.7298,-0.0377,0.9622693,31.10416579,86164.091,3600
KDE,512,32563.3402,0.0173,1.017257078,28.95185471,86164.091,3600
KDE,512,-21269.6962,-0.0113,0.988674256,29.03659129,86164.091,3600
KDE,512,-182015.8958,-0.0967,0.903273415,29.28499842,86164.091,3600
KDE,512,-91290.289,-0.0485,0.951476087,29.12168908,86164.091,3600
KDE,512,79808.4176,0.0424,1.042406017,29.20352292,86164.091,3600
KDE,512,-105407.344,-0.056,0.944039954,28.99312854,86164.091,3600
KDE,512,-79055.508,-0.042,0.957981245,28.98875594,86164.091,3600
KDE,512,-20328.5592,-0.0108,0.989193533,29.1291337,86164.091,3600
KDE,512,-116136.3058,-0.0617,0.938278273,28.97856784,86164.091,3600
KDE,512,-7717.3234,-0.0041,0.995928024,31.10566473,86164.091,3600
KDE,512,59291.631,0.0315,1.031549971,28.98609662,86164.091,3600
KDE,512,-152464.194,-0.081,0.919022369,29.55918241,86164.091,3600
KDE,512,22775.5154,0.0121,1.012122871,29.06066656,86164.091,3600
KDE,512,-129688.6786,-0.0689,0.931101844,29.20406508,86164.091,3600
KDE,512,78490.8258,0.0417,1.041740576,29.15109086,86164.091,3600
KDE,512,-19575.6496,-0.0104,0.989623975,29.203619,86164.091,3600
KDE,512,-49315.5788,-0.0262,0.973786948,29.19631958,86164.091,3600
KDE,512,-96184.2014,-0.0511,0.948871745,31.08511066,86164.091,3600
KDE,512,36139.6608,0.0192,1.01924372,29.10431147,86164.091,3600
KDE,512,-142488.1418,-0.0757,0.924252215,29.41812348,86164.091,3600
KDE,512,31622.2032,0.0168,1.016767674,28.90120769,86164.091,3600
KDE,512,-85455.2396,-0.0454,0.954647472,29.17362404,86164.091,3600
KDE,512,-99007.6124,-0.0526,0.947370152,29.08897138,86164.091,3600
KDE,512,-171851.6162,-0.0913,0.908736291,28.98173237,86164.091,3600
KDE,512,53644.809,0.0285,1.028536484,29.11393094,86164.091,3600
KDE,512,-51950.7624,-0.0276,0.972437118,32.26172614,86164.091,3600
KDE,512,119900.8538,0.0637,1.063727364,28.83605814,86164.091,3600
KDE,512,-56844.6748,-0.0302,0.969757996,29.22581649,86164.091,3600
KDE,512,111618.8482,0.0593,1.059285557,29.40114284,86164.091,3600
KDE,512,-114442.2592,-0.0608,0.939195267,28.92149854,86164.091,3600
KDE,512,153217.1036,0.0814,1.081394104,29.0180397,86164.091,3600
KDE,512,-38398.3896,-0.0204,0.97957787,29.1687448,86164.091,3600
KDE,512,-123665.4018,-0.0657,0.934318279,28.99895835,86164.091,3600
KDE,512,83572.9656,0.0444,1.044358753,31.06520057,86164.091,3600
KDE,512,-129876.906,-0.069,0.930975258,28.80748868,86164.091,3600
KDE,512,2446.9562,0.0013,1.001286489,29.46321225,86164.091,3600
KDE,512,12046.5536,0.0064,1.006441623,29.4148283,86164.091,3600
KDE,512,-34822.069,-0.0185,0.981468799,28.79001951,86164.091,3600
KDE,512,-116512.7606,-0.0619,0.938089245,29.03185987,86164.091,3600
KDE,512,8470.233,0.0045,1.004490571,28.99876976,86164.091,3600
KDE,512,-111054.166,-0.059,0.940991881,29.08002448,86164.091,3600
KDE,512,-33316.2498,-0.0177,0.982255024,31.13107753,86164.091,3600
KDE,512,6399.7316,0.0034,1.003445351,29.28579044,86164.091,3600
KDE,512,68514.7736,0.0364,1.036425244,28.95624089,86164.091,3600
KDE,512,-134206.1362,-0.0713,0.928697802,29.22132635,86164.091,3600
KDE,512,6211.5042,0.0033,1.00330365,29.28467345,86164.091,3600
KDE,512,9223.1426,0.0049,1.004871606,29.12046051,86164.091,3600
KDE,512,-116889.2154,-0.0621,0.93787273,29.17303181,86164.091,3600
KDE,512,98254.7028,0.0522,1.052223256,28.9823823,86164.091,3600
KDE,512,-86961.0588,-0.0462,0.953820699,31.14753056,86164.091,3600
KDE,512,-12611.2358,-0.0067,0.993285201,29.01768041,86164.091,3600
KDE,512,-93549.0178,-0.0497,0.95028859,29.16268945,86164.091,3600
KDE,512,72655.7764,0.0386,1.038644945,29.22024512,86164.091,3600
KDE,512,-52515.4446,-0.0279,0.972067745,29.47161794,86164.091,3600
KDE,512,-59668.0858,-0.0317,0.968318401,29.14227438,86164.091,3600
KDE,512,-175616.1642,-0.0933,0.906664199,29.22226906,86164.091,3600
KDE,512,-64185.5434,-0.0341,0.965874862,28.95005989,86164.091,3600
KDE,512,-142111.687,-0.0755,0.924466354,31.47192144,86164.091,3600
KDE,512,-124418.3114,-0.0661,0.933900734,29.12543821,86164.091,3600
KDE,512,95619.5192,0.0508,1.050778351,29.27490139,86164.091,3600
KDE,512,-58350.494,-0.031,0.969008921,29.07264137,86164.091,3600
KDE,512,-27104.7456,-0.0144,0.985634051,29.43309236,86164.091,3600
KDE,512,-127994.632,-0.068,0.932045757,28.95954156,86164.091,3600
KDE,512,-187474.4904,-0.0996,0.900446736,29.10956049,86164.091,3600
KDE,512,-39527.754,-0.021,0.978996703,29.15789127,86164.091,3600
KDE,512,18258.0578,0.0097,1.00966122,31.15253687,86164.091,3600
KDE,512,-133264.9992,-0.0708,0.929161093,29.04203653,86164.091,3600
KDE,512,-178063.1204,-0.0946,0.905409349,29.30733132,86164.091,3600
KDE,512,40280.6636,0.0214,1.02144622,29.06270289,86164.091,3600
KDE,512,-14493.5098,-0.0077,0.992299257,29.24751282,86164.091,3600
KDE,512,-168087.0682,-0.0893,0.910704003,28.99563694,86164.091,3600
KDE,512,-40845.3458,-0.0217,0.978268569,29.127424,86164.091,3600
KDE,512,-61926.8146,-0.0329,0.967097694,29.06197357,86164.091,3600
KDE,512,-152840.6488,-0.0812,0.918805235,31.25018096,86164.091,3600
KDE,512,-153028.8762,-0.0813,0.918691099,28.90543818,86164.091,3600
KDE,512,-66444.2722,-0.0353,0.964678122,29.3163476,86164.091,3600
KDE,512,73785.1408,0.0392,1.039246214,29.21819162,86164.091,3600
KDE,512,-156228.742,-0.083,0.917010706,29.45407581,86164.091,3600
KDE,512,-71526.412,-0.038,0.961990268,29.09801769,86164.091,3600
KDE,512,-22775.5154,-0.0121,0.987937612,29.88024783,86164.091,3600
KDE,512,3011.6384,0.0016,1.001550614,29.18902397,86164.091,3600
KDE,512,-143805.7336,-0.0764,0.923554692,31.45338202,86164.091,3600
KDE,512,-13364.1454,-0.0071,0.992893646,29.03395247,86164.091,3600
KDE,512,143805.7336,0.0764,1.076424483,29.47352982,86164.091,3600
KDE,512,3952.7754,0.0021,1.002068337,29.12537384,86164.091,3600
KDE,512,90349.152,0.048,1.047977751,28.97891617,86164.091,3600
KDE,512,-18822.74,-0.01,0.990021162,29.26040506,86164.091,3600
KDE,512,14117.055,0.0075,1.007456301,28.77253628,86164.091,3600
KDE,512,-141923.4596,-0.0754,0.924579354,29.06000018,86164.091,3600
KDE,512,-151523.057,-0.0805,0.919477533,29.0472064,86164.091,3600
KDE,512,-165451.8846,-0.0879,0.91211163,31.48220348,86164.091,3600
KDE,512,19575.6496,0.0104,1.010410343,29.09950423,86164.091,3600
KDE,512,-79243.7354,-0.0421,0.957934081,28.95956373,86164.091,3600
KDE,512,-59103.4036,-0.0314,0.96855801,29.19000959,86164.091,3600
KDE,512,48750.8966,0.0259,1.025877426,29.11580229,86164.091,3600
KDE,512,-33692.7046,-0.0179,0.982102485,29.322052,86164.091,3600
KDE,512,5646.822,0.003,1.002971172,29.08711195,86164.091,3600
KDE,512,1694.0466,0.0009,1.000914764,28.97525406,86164.091,3600
KDE,512,-154722.9228,-0.0822,0.917825405,31.37584853,86164.091,3600
KDE,512,-161122.6544,-0.0856,0.914443505,29.07438445,86164.091,3600
KDE,512,-99384.0672,-0.0528,0.947210603,29.26215339,86164.091,3600
KDE,512,74349.823,0.0395,1.039458284,29.22637939,86164.091,3600
KDE,512,152840.6488,0.0812,1.081178667,29.2935431,86164.091,3600
KDE,512,-156605.1968,-0.0832,0.916770049,28.93415856,86164.091,3600
KDE,512,63809.0886,0.0339,1.033927787,31.33426523,86164.091,3600
KDE,512,172980.9806,0.0919,1.091915112,29.17826724,86164.091,3600
KDE,512,73596.9134,0.0391,1.03911333,29.14550114,86164.091,3600
KDE,512,-84890.5574,-0.0451,0.95485991,28.73842883,86164.091,3600
KDE,512,23340.1976,0.0124,1.01240477,29.27591801,86164.091,3600
KDE,1024,-70961.7298,-0.0377,0.962327352,119.5415888,86164.091,3600
KDE,1024,-147193.8268,-0.0782,0.921767603,120.3175802,86164.091,3600
KDE,1024,77737.9162,0.0413,1.041305115,369.3573923,86164.091,3600
KDE,1024,-126488.8128,-0.0672,0.932831154,369.4585588,86164.091,3600
KDE,1024,-55903.5378,-0.0297,0.970329652,370.6029599,86164.091,3600
KDE,1024,0,0,1.000002299,370.5981147,86164.091,3600
KDE,1024,53080.1268,0.0282,1.028168807,374.2974877,86164.091,3600
KDE,1024,44421.6664,0.0236,1.023573136,376.827575,86164.091,3600
KDE,1024,-3952.7754,-0.0021,0.99785815,116.1196582,86164.091,3600
KDE,1024,-136088.4102,-0.0723,0.927748876,117.0903096,86164.091,3600
KDE,1024,-15434.6468,-0.0082,0.991826545,116.4246593,86164.091,3600
KDE,1024,15999.329,0.0085,1.008537731,116.6630914,86164.091,3600
KDE,1024,-81502.4642,-0.0433,0.956710827,357.0181601,86164.091,3600
KDE,1024,44986.3486,0.0239,1.023913137,356.0365796,86164.091,3600
KDE,1024,-18446.2852,-0.0098,0.990246392,116.6886058,86164.091,3600
KDE,1024,5835.0494,0.0031,1.003129896,116.5920904,86164.091,3600
KDE,1024,-7340.8686,-0.0039,0.996123488,356.4351456,86164.091,3600
KDE,1024,-48939.124,-0.026,0.974048367,355.8456957,86164.091,3600
KDE,1024,29175.247,0.0155,1.015521959,355.7219875,86164.091,3600
KDE,1024,19010.9674,0.0101,1.010052589,355.6331208,86164.091,3600
KDE,1024,111430.6208,0.0592,1.059186279,116.2281651,86164.091,3600
KDE,1024,-125924.1306,-0.0669,0.9330671,117.1019063,86164.091,3600
KDE,1024,14493.5098,0.0077,1.007657586,357.234133,86164.091,3600
KDE,1024,3388.0932,0.0018,1.001807154,116.6846974,86164.091,3600
KDE,1024,-64750.2256,-0.0344,0.96555568,117.044205,86164.091,3600
KDE,1024,-107289.618,-0.057,0.942977685,352.2999361,86164.091,3600
KDE,1024,-9976.0522,-0.0053,0.994708003,352.0057774,86164.091,3600
KDE,1024,68703.001,0.0365,1.036484033,116.13677,86164.091,3600
KDE,1024,77926.1436,0.0414,1.041350535,116.1025398,86164.091,3600
KDE,1024,-9034.9152,-0.0048,0.995246685,349.6574185,86164.091,3600
KDE,1024,165075.4298,0.0877,1.087684989,351.9185889,86164.091,3600
KDE,1024,-77737.9162,-0.0413,0.958679441,350.2237191,86164.091,3600
KDE,1024,-30869.2936,-0.0164,0.983585302,116.6045785,86164.091,3600
KDE,1024,24657.7894,0.0131,1.013149439,117.5556028,86164.091,3600
KDE,1024,148323.1912,0.0788,1.078819682,117.101094,86164.091,3600
KDE,1024,-100889.8864,-0.0536,0.946414347,363.6846125,86164.091,3600
KDE,1024,14681.7372,0.0078,1.00780755,365.711988,86164.091,3600
KDE,1024,-18446.2852,-0.0098,0.990208476,117.7666373,86164.091,3600
KDE,1024,-49315.5788,-0.0262,0.973837876,361.412746,86164.091,3600
KDE,1024,22022.6058,0.0117,1.011741911,117.4659266,86164.091,3600
KDE,1024,8282.0056,0.0044,1.00440126,117.5739059,86164.091,3600
KDE,1024,-27669.4278,-0.0147,0.985348706,362.803102,86164.091,3600
KDE,1024,-17505.1482,-0.0093,0.990683819,361.2559669,86164.091,3600
KDE,1024,-179192.4848,-0.0952,0.904834934,362.1326869,86164.091,3600
KDE,1024,-143805.7336,-0.0764,0.923586267,116.3866165,86164.091,3600
KDE,1024,2446.9562,0.0013,1.001256111,117.6250467,86164.091,3600
KDE,1024,65691.3626,0.0349,1.034931663,59.10169697,86164.091,3600
KDE,1024,-45174.576,-0.024,0.976026515,59.11230302,86164.091,3600
KDE,1024,-78490.8258,-0.0417,0.958292944,59.20113611,86164.091,3600
KDE,1024,-123477.1744,-0.0656,0.93437139,59.29483104,86164.091,3600
KDE,1024,-191991.948,-0.102,0.897974997,60.26350975,86164.091,3600
KDE,1024,65126.6804,0.0346,1.034560153,60.31305337,86164.091,3600
KDE,1024,16187.5564,0.0086,1.008619847,60.38995957,86164.091,3600
KDE,1024,89784.4698,0.0477,1.047718397,60.51216722,86164.091,3600
KDE,1024,22775.5154,0.0121,1.01206263,58.67048264,86164.091,3600
KDE,1024,-74726.2778,-0.0397,0.960321614,58.57241488,86164.091,3600
KDE,1024,-81502.4642,-0.0433,0.95668751,58.63409567,86164.091,3600
KDE,1024,-86208.1492,-0.0458,0.954244875,58.076092,86164.091,3600
KDE,1024,82255.3738,0.0437,1.043650688,57.91330695,86164.091,3600
KDE,1024,32751.5676,0.0174,1.017389079,58.09787941,86164.091,3600
KDE,1024,-60420.9954,-0.0321,0.967869103,58.73820019,86164.091,3600
KDE,1024,-37269.0252,-0.0198,0.980157241,58.12063551,86164.091,3600
KDE,1024,20328.5592,0.0108,1.010828967,58.76783466,86164.091,3600
KDE,1024,10728.9618,0.0057,1.005717748,58.44621921,86164.091,3600
KDE,1024,-147570.2816,-0.0784,0.921559126,58.11589193,86164.091,3600
KDE,1024,67197.1818,0.0357,1.035697149,58.04538131,86164.091,3600
KDE,1024,-107854.3002,-0.0573,0.942663027,58.30856109,86164.091,3600
KDE,1024,41974.7102,0.0223,1.022284592,58.06778836,86164.091,3600
KDE,1024,-31057.521,-0.0165,0.983535533,58.34993052,86164.091,3600
KDE,1024,-12423.0084,-0.0066,0.99337204,58.62012362,86164.091,3600
KDE,1024,-75290.96,-0.04,0.959988618,58.77396083,86164.091,3600
KDE,1024,143805.7336,0.0764,1.076414056,58.37765789,86164.091,3600
KDE,1024,57032.9022,0.0303,1.030265071,58.54770088,86164.091,3600
KDE,1024,57032.9022,0.0303,1.030303609,58.11483622,86164.091,3600
KDE,1024,32563.3402,0.0173,1.017285482,58.36439991,86164.091,3600
KDE,1024,15246.4194,0.0081,1.008111797,58.28418183,86164.091,3600
KDE,1024,-48562.6692,-0.0258,0.974220113,58.34051681,86164.091,3600
KDE,1024,-149076.1008,-0.0792,0.920810898,58.64549255,86164.091,3600
KDE,1024,215332.1456,0.1144,1.114373867,58.59134674,86164.091,3600
KDE,1024,-62491.4968,-0.0332,0.966778592,58.54424167,86164.091,3600
KDE,1024,-126488.8128,-0.0672,0.932814941,57.98289013,86164.091,3600
KDE,1024,-77173.234,-0.041,0.958951416,58.14087272,86164.091,3600
KDE,1024,89408.015,0.0475,1.047466557,58.22340012,86164.091,3600
KDE,1024,-15434.6468,-0.0082,0.991834335,58.2792604,86164.091,3600
KDE,1024,-36327.8882,-0.0193,0.980668924,58.36533785,86164.091,3600
KDE,1024,-51574.3076,-0.0274,0.972585526,58.6200099,86164.091,3600
KDE,1024,-20893.2414,-0.0111,0.988920738,57.98947382,86164.091,3600
KDE,1024,-143429.2788,-0.0762,0.923757839,58.43823576,86164.091,3600
KDE,1024,-31998.658,-0.017,0.982987052,58.04172683,86164.091,3600
KDE,1024,-49503.8062,-0.0263,0.973700897,58.37746024,86164.091,3600
KDE,1024,50256.7158,0.0267,1.026689238,58.09392238,86164.091,3600
KDE,1024,-106160.2536,-0.0564,0.943566021,58.05392027,86164.091,3600
KDE,1024,-15999.329,-0.0085,0.991511563,58.05567813,86164.091,3600
KDE,1024,-88655.1054,-0.0471,0.952918778,58.56386852,86164.091,3600
KDE,1024,-90537.3794,-0.0481,0.951942704,58.13489485,86164.091,3600
KDE,1024,-120465.536,-0.064,0.935999395,58.07004094,86164.091,3600
KDE,1024,-12987.6906,-0.0069,0.993107884,57.96674061,86164.091,3600
KDE,1024,9411.37,0.005,1.004984194,57.60794282,86164.091,3600
KDE,1024,-63244.4064,-0.0336,0.966426721,58.27409339,86164.091,3600
KDE,1024,-73785.1408,-0.0392,0.960844016,58.27978945,86164.091,3600
KDE,1024,-42727.6198,-0.0227,0.977260698,57.98239636,86164.091,3600
KDE,1024,19952.1044,0.0106,1.010572452,58.23527169,86164.091,3600
KDE,1024,19952.1044,0.0106,1.010550795,57.99843907,86164.091,3600
KDE,1024,43292.302,0.023,1.022953188,57.99502659,86164.091,3600
KDE,1024,77737.9162,0.0413,1.041267663,58.15876889,86164.091,3600
KDE,1024,-117265.6702,-0.0623,0.937699709,57.88325644,86164.091,3600
KDE,1024,-16187.5564,-0.0086,0.991408016,58.22336316,86164.091,3600
KDE,1024,-51950.7624,-0.0276,0.972378919,58.15830421,86164.091,3600
KDE,1024,-78302.5984,-0.0416,0.958444978,58.39556456,86164.091,3600
KDE,1024,-116512.7606,-0.0619,0.938081657,58.07183909,86164.091,3600
KDE,1024,-69267.6832,-0.0368,0.963189178,57.89004779,86164.091,3600
KDE,1024,-45174.576,-0.024,0.97604299,58.36554289,86164.091,3600
KDE,1024,-25598.9264,-0.0136,0.986397199,58.36774969,86164.091,3600
KDE,1024,-3576.3206,-0.0019,0.998141148,57.92205477,86164.091,3600
KDE,1024,-42351.165,-0.0225,0.977471308,58.00165915,86164.091,3600
KDE,1024,33316.2498,0.0177,1.017703372,58.24271083,86164.091,3600
KDE,1024,33692.7046,0.0179,1.017905495,58.22612453,86164.091,3600
KDE,1024,-6587.959,-0.0035,0.99652177,58.39094949,86164.091,3600
KDE,1024,-15246.4194,-0.0081,0.991912904,57.84264112,86164.091,3600
KDE,1024,37457.2526,0.0199,1.019931639,58.26094031,86164.091,3600
KDE,1024,-52891.8994,-0.0281,0.971898271,58.08967829,86164.091,3600
KDE,1024,2823.411,0.0015,1.001537926,58.13173699,86164.091,3600
KDE,1024,-25787.1538,-0.0137,0.986274224,57.97757149,86164.091,3600
KDE,1024,-14493.5098,-0.0077,0.992294531,58.46133947,86164.091,3600
KDE,1024,-128559.3142,-0.0683,0.931683977,58.32422948,86164.091,3600
KDE,1024,44045.2116,0.0234,1.023436767,58.34853029,86164.091,3600
KDE,1024,-70585.275,-0.0375,0.96246847,58.33188772,86164.091,3600
KDE,1024,-176369.0738,-0.0937,0.906348885,58.17560029,86164.091,3600
KDE,1024,-111995.303,-0.0595,0.940467401,57.99896526,86164.091,3600
KDE,1024,-45551.0308,-0.0242,0.975779348,58.11783576,86164.091,3600
KDE,1024,-55715.3104,-0.0296,0.97044383,57.98009515,86164.091,3600
KDE,1024,-5835.0494,-0.0031,0.996922138,58.44512248,86164.091,3600
KDE,1024,73408.686,0.039,1.03896994,58.10002875,86164.091,3600
KDE,1024,15058.192,0.008,1.007975145,58.34633636,86164.091,3600
KDE,1024,-31245.7484,-0.0166,0.983398625,58.09217453,86164.091,3600
KDE,1024,146817.372,0.078,1.078005592,58.13591838,86164.091,3600
KDE,1024,47809.7596,0.0254,1.025407225,57.91602778,86164.091,3600
KDE,1024,-78679.0532,-0.0418,0.958196783,57.92195082,86164.091,3600
KDE,1024,-6023.2768,-0.0032,0.996812764,58.35081792,86164.091,3600
KDE,1024,-128747.5416,-0.0684,0.931604227,57.91396284,86164.091,3600
KDE,1024,6211.5042,0.0033,1.003329362,58.10577726,86164.091,3600
KDE,1024,-19010.9674,-0.0101,0.98986863,58.07057786,86164.091,3600
KDE,1024,11105.4166,0.0059,1.005905619,57.96595573,86164.091,3600
KDE,1024,-99195.8398,-0.0527,0.947320132,57.94266009,86164.091,3600
KDE,1024,103336.8426,0.0549,1.054890964,58.08185315,86164.091,3600
KDE,1024,-58538.7214,-0.0311,0.968920164,58.01679301,86164.091,3600
KDE,1024,31810.4306,0.0169,1.016917692,58.15525484,86164.091,3600
KDE,1024,-127053.495,-0.0675,0.932549953,58.16461253,86164.091,3600
KDE,1024,6023.2768,0.0032,1.003173496,58.4437871,86164.091,3600
KDE,1024,48186.2144,0.0256,1.025584687,58.41407728,86164.091,3600
KDE,1024,-92043.1986,-0.0489,0.951052994,58.21578789,86164.091,3600
KDE,1024,-114254.0318,-0.0607,0.939311632,58.19286013,86164.091,3600
KDE,1024,-151146.6022,-0.0803,0.919737491,57.87440252,86164.091,3600
KDE,1024,-103525.07,-0.055,0.945007881,58.37263989,86164.091,3600
KDE,1024,-58350.494,-0.031,0.968990393,58.11942005,86164.091,3600
KDE,1024,-21457.9236,-0.0114,0.988593606,58.19942284,86164.091,3600
KDE,1024,201779.7728,0.1072,1.107231273,58.23810792,86164.091,3600
KDE,1024,23716.6524,0.0126,1.012601758,57.95550346,86164.091,3600
KDE,1024,-81878.919,-0.0435,0.956484768,58.16334152,86164.091,3600
KDE,1024,-28422.3374,-0.0151,0.98488568,58.07442307,86164.091,3600
KDE,1024,95807.7466,0.0509,1.050947486,58.25966763,86164.091,3600
KDE,1024,35010.2964,0.0186,1.018590197,58.2780087,86164.091,3600
KDE,1024,44233.439,0.0235,1.023503965,58.06760669,86164.091,3600
KDE,1024,71526.412,0.038,1.038047041,57.95429254,86164.091,3600
KDE,1024,-146252.6898,-0.0777,0.922308439,58.09489703,86164.091,3600
KDE,1024,18258.0578,0.0097,1.009650707,58.44378257,86164.091,3600
KDE,1024,-122536.0374,-0.0651,0.934874285,58.2598455,86164.091,3600
