method,duration,bias,error,relArea,cost,tau_p,tau_v
AKDEc,1024,49315.5788,0.0262,1.02616875,5699.585438,86164.091,3600
AKDEc,1024,-43668.7568,-0.0232,0.976821735,5499.270194,86164.091,3600
AKDEc,1024,-55715.3104,-0.0296,0.970383602,4278.246229,86164.091,3600
AKDEc,1024,86584.604,0.046,1.046028439,5326.215996,86164.091,3600
AKDEc,1024,-8470.233,-0.0045,0.995547271,5486.478055,86164.091,3600
AKDEc,1024,-16375.7838,-0.0087,0.991317943,5540.811155,86164.091,3600
AKDEc,1024,-50068.4884,-0.0266,0.973392653,5522.155391,86164.091,3600
AKDEc,1024,24469.562,0.013,1.012978239,5503.142832,86164.091,3600
AKDEc,1024,-45174.576,-0.024,0.976030728,5429.696939,86164.091,3600
AKDEc,1024,-96372.4288,-0.0512,0.948772444,5332.936562,86164.091,3600
AKDEc,1024,-49315.5788,-0.0262,0.973795322,5530.290467,86164.091,3600
AKDEc,1024,-44421.6664,-0.0236,0.976386384,5527.846298,86164.091,3600
AKDEc,1024,-140605.8678,-0.0747,0.925276622,5561.350497,86164.091,3600
AKDEc,1024,21834.3784,0.0116,1.011577148,5413.051021,86164.091,3600
AKDEc,1024,139100.0486,0.0739,1.073862574,5281.107013,86164.091,3600
AKDEc,1024,-85643.467,-0.0455,0.954474045,5687.537904,86164.091,3600
AKDEc,1024,55715.3104,0.0296,1.029562479,5857.172284,86164.091,3600
AKDEc,1024,13928.8276,0.0074,1.007401035,4145.556552,86164.091,3600
AKDEc,1024,20893.2414,0.0111,1.011096008,5364.491403,86164.091,3600
AKDEc,1024,-67573.6366,-0.0359,0.964144051,5540.809444,86164.091,3600
AKDEc,1024,-30681.0662,-0.0163,0.983737854,5406.79132,86164.091,3600
AKDEc,1024,-36704.343,-0.0195,0.980458161,5313.54595,86164.091,3600
AKDEc,1024,1694.0466,0.0009,1.000877878,5235.196783,86164.091,3600
AKDEc,1024,25598.9264,0.0136,1.013635648,5109.017188,86164.091,3600
AKDEc,1024,-151334.8296,-0.0804,0.919555651,4415.808198,86164.091,3600
AKDEc,1024,1317.5918,0.0007,1.000688982,5276.340921,86164.091,3600
AKDEc,1024,52327.2172,0.0278,1.027753284,5249.6538,86164.091,3600
AKDEc,1024,-102583.933,-0.0545,0.945546844,5606.539425,86164.091,3600
AKDEc,1024,-82067.1464,-0.0436,0.956409319,5573.821872,86164.091,3600
AKDEc,1024,-100136.9768,-0.0532,0.946758616,5391.459527,86164.091,3600
AKDEc,1024,-109736.5742,-0.0583,0.941679927,5682.094277,86164.091,3600
AKDEc,1024,-15434.6468,-0.0082,0.99176348,5493.748622,86164.091,3600
AKDEc,1024,-50068.4884,-0.0266,0.973446985,5737.337328,86164.091,3600
AKDEc,1024,19952.1044,0.0106,1.010564415,5433.846849,86164.091,3600
AKDEc,1024,48750.8966,0.0259,1.025946489,5273.802121,86164.091,3600
AKDEc,1024,76796.7792,0.0408,1.040825338,5455.213492,86164.091,3600
AKDEc,1024,-31433.9758,-0.0167,0.983310361,5163.482487,86164.091,3600
AKDEc,1024,26163.6086,0.0139,1.013906413,5205.010053,86164.091,3600
AKDEc,1024,-13928.8276,-0.0074,0.992640106,5297.231676,86164.091,3600
AKDEc,1024,48562.6692,0.0258,1.025793743,5463.995936,86164.091,3600
AKDEc,1024,-10352.507,-0.0055,0.994535957,5589.350153,86164.091,3600
AKDEc,1024,31622.2032,0.0168,1.016828633,4124.438119,86164.091,3600
AKDEc,1024,-16375.7838,-0.0087,0.991349949,5317.395201,86164.091,3600
AKDEc,1024,-19199.1948,-0.0102,0.98976191,5636.044725,86164.091,3600
AKDEc,1024,-83572.9656,-0.0444,0.955599548,5561.267559,86164.091,3600
AKDEc,1024,-105595.5714,-0.0561,0.94394491,5059.300149,86164.091,3600
AKDEc,1024,-752.9096,-0.0004,0.999604594,5468.953396,86164.091,3600
AKDEc,1024,-37457.2526,-0.0199,0.980054806,5184.995331,86164.091,3600
AKDEc,1024,-57409.357,-0.0305,0.969529975,5534.354485,86164.091,3600
AKDEc,1024,112183.5304,0.0596,1.059558918,5873.35631,86164.091,3600
AKDEc,1024,20140.3318,0.0107,1.010710172,5844.286475,86164.091,3600
AKDEc,1024,86584.604,0.046,1.045997796,5202.80787,86164.091,3600
AKDEc,1024,13364.1454,0.0071,1.007104103,5569.234878,86164.091,3600
AKDEc,1024,24281.3346,0.0129,1.012930363,5300.445802,86164.091,3600
AKDEc,1024,-66632.4996,-0.0354,0.964635551,5695.036788,86164.091,3600
AKDEc,1024,76608.5518,0.0407,1.040694709,5292.625177,86164.091,3600
AKDEc,1024,-77361.4614,-0.0411,0.958944966,5812.384828,86164.091,3600
AKDEc,1024,1129.3644,0.0006,1.000649936,5350.244971,86164.091,3600
AKDEc,1024,-53456.5816,-0.0284,0.971599479,4157.632431,86164.091,3600
AKDEc,1024,29551.7018,0.0157,1.015688823,5458.076194,86164.091,3600
AKDEc,1024,-55150.6282,-0.0293,0.970663766,5734.947068,86164.091,3600
AKDEc,1024,89596.2424,0.0476,1.04759274,5412.781663,86164.091,3600
AKDEc,1024,195756.496,0.104,1.103960921,5463.432177,86164.091,3600
AKDEc,1024,10164.2796,0.0054,1.005415754,5470.320246,86164.091,3600
AKDEc,1024,-33316.2498,-0.0177,0.982330194,5538.529873,86164.091,3600
AKDEc,1024,-14493.5098,-0.0077,0.992290583,5271.745331,86164.091,3600
AKDEc,1024,-110301.2564,-0.0586,0.941363199,6056.75304,86164.091,3600
AKDEc,1024,-20516.7866,-0.0109,0.989111366,5506.340971,86164.091,3600
AKDEc,1024,29363.4744,0.0156,1.015587475,5305.519462,86164.091,3600
AKDEc,1024,-143241.0514,-0.0761,0.923902091,4067.609682,86164.091,3600
AKDEc,1024,-45927.4856,-0.0244,0.975611977,5488.526308,86164.091,3600
AKDEc,1024,-66067.8174,-0.0351,0.964874176,4054.588119,86164.091,3600
AKDEc,1024,-25598.9264,-0.0136,0.986417218,5811.516555,86164.091,3600
AKDEc,1024,48939.124,0.026,1.025982332,5381.947798,86164.091,3600
AKDEc,1024,39527.754,0.021,1.021025688,5961.900308,86164.091,3600
AKDEc,1024,-242436.8912,-0.1288,0.871154236,5069.306443,86164.091,3600
AKDEc,1024,-11105.4166,-0.0059,0.994124113,4215.039649,86164.091,3600
AKDEc,1024,-69832.3654,-0.0371,0.962909307,5252.697842,86164.091,3600
AKDEc,1024,26351.836,0.014,1.013993319,4103.949328,86164.091,3600
AKDEc,1024,9787.8248,0.0052,1.005247257,5685.758235,86164.091,3600
AKDEc,1024,74726.2778,0.0397,1.039727106,5388.993721,86164.091,3600
AKDEc,1024,67761.864,0.036,1.035967889,5269.644728,86164.091,3600
AKDEc,1024,55715.3104,0.0296,1.029579882,5453.335395,86164.091,3600
AKDEc,1024,-11105.4166,-0.0059,0.994083281,5284.778265,86164.091,3600
AKDEc,1024,-33316.2498,-0.0177,0.982324238,5341.384767,86164.091,3600
AKDEc,1024,17128.6934,0.0091,1.009139387,5425.398992,86164.091,3600
AKDEc,1024,30492.8388,0.0162,1.016196064,5502.726284,86164.091,3600
AKDEc,1024,-34069.1594,-0.0181,0.981889053,5484.100219,86164.091,3600
AKDEc,1024,59103.4036,0.0314,1.031390263,5447.196017,86164.091,3600
AKDEc,1024,58726.9488,0.0312,1.031206395,4189.544592,86164.091,3600
AKDEc,1024,-67197.1818,-0.0357,0.964274054,5114.765254,86164.091,3600
AKDEc,1024,-67573.6366,-0.0359,0.964093724,5504.14308,86164.091,3600
AKDEc,1024,-41974.7102,-0.0223,0.977673967,5311.014662,86164.091,3600
AKDEc,1024,159240.3804,0.0846,1.084646615,5426.393515,86164.091,3600
AKDEc,1024,-76043.8696,-0.0404,0.959574722,5278.997674,86164.091,3600
AKDEc,1024,-43668.7568,-0.0232,0.976846022,5552.138233,86164.091,3600
AKDEc,1024,-41786.4828,-0.0222,0.977819461,5663.875234,86164.091,3600
AKDEc,1024,18822.74,0.01,1.010020926,4268.86327,86164.091,3600
AKDEc,1024,19763.877,0.0105,1.010498761,4188.738271,86164.091,3600
AKDEc,1024,85455.2396,0.0454,1.045408058,5182.159756,86164.091,3600
AKDEc,1024,-48750.8966,-0.0259,0.974073471,5372.981391,86164.091,3600
AKDEc,1024,5458.5946,0.0029,1.002944825,5062.821966,86164.091,3600
AKDEc,1024,42351.165,0.0225,1.02247781,5349.201993,86164.091,3600
AKDEc,1024,-87713.9684,-0.0466,0.953406383,5463.611636,86164.091,3600
AKDEc,1024,-39715.9814,-0.0211,0.97892466,5384.67918,86164.091,3600
AKDEc,1024,61926.8146,0.0329,1.032854397,3934.9961,86164.091,3600
AKDEc,1024,27104.7456,0.0144,1.014396147,5093.324427,86164.091,3600
AKDEc,1024,-6023.2768,-0.0032,0.996778217,3827.741992,86164.091,3600
AKDEc,1024,22587.288,0.012,1.012027202,4105.592755,86164.091,3600
AKDEc,1024,-16564.0112,-0.0088,0.99124079,4036.565776,86164.091,3600
AKDEc,1024,-35951.4334,-0.0191,0.980863637,5517.437773,86164.091,3600
AKDEc,1024,-57785.8118,-0.0307,0.969281861,5317.997673,86164.091,3600
AKDEc,1024,-57032.9022,-0.0303,0.969708526,5327.330628,86164.091,3600
AKDEc,1024,-73408.686,-0.039,0.960965739,5363.795827,86164.091,3600
AKDEc,1024,104842.6618,0.0557,1.055653314,5235.802212,86164.091,3600
AKDEc,1024,-115571.6236,-0.0614,0.938553967,5297.596996,86164.091,3600
AKDEc,1024,36516.1156,0.0194,1.019370114,5618.975025,86164.091,3600
AKDEc,1024,-145123.3254,-0.0771,0.922864731,5401.784374,86164.091,3600
AKDEc,1024,-25034.2442,-0.0133,0.986689523,4058.418355,86164.091,3600
AKDEc,1024,55903.5378,0.0297,1.029725009,5428.27372,86164.091,3600
AKDEc,1024,-59856.3132,-0.0318,0.968245875,5352.703285,86164.091,3600
AKDEc,1024,4517.4576,0.0024,1.002432215,5317.18621,86164.091,3600
AKDEc,1024,51950.7624,0.0276,1.027608604,4122.20379,86164.091,3600
AKDEc,1024,-107101.3906,-0.0569,0.943070035,5304.243098,86164.091,3600
AKDEc,1024,80749.5546,0.0429,1.042945711,5354.131194,86164.091,3600
AKDEc,1024,-35386.7512,-0.0188,0.98120036,5493.639084,86164.091,3600
AKDEc,1024,-81314.2368,-0.0432,0.956833871,4994.419198,86164.091,3600
AKDEc,1024,-19199.1948,-0.0102,0.989848296,5432.664841,86164.091,3600
AKDEc,1024,47056.85,0.025,1.025032464,5167.172081,86164.091,3600
AKDEc,1024,77737.9162,0.0413,1.041253355,5273.044752,86164.091,3600
AKDEc,1024,48562.6692,0.0258,1.025768229,4103.566169,86164.091,3600
AKDEc,1024,31057.521,0.0165,1.016498626,4236.564175,86164.091,3600
AKDEc,1024,-57032.9022,-0.0303,0.969703032,5274.521066,86164.091,3600
AKDEc,1024,-85643.467,-0.0455,0.954452204,5187.402103,86164.091,3600
AKDEc,1024,98066.4754,0.0521,1.052076157,5370.901187,86164.091,3600
AKDEc,1024,-44986.3486,-0.0239,0.976115648,5325.18391,86164.091,3600
AKDEc,1024,52703.672,0.028,1.028004408,5527.061993,86164.091,3600
AKDEc,1024,-148511.4186,-0.0789,0.921144705,5392.812644,86164.091,3600
AKDEc,1024,-73785.1408,-0.0392,0.960841962,5403.236233,86164.091,3600
AKDEc,1024,16564.0112,0.0088,1.008782096,5259.862317,86164.091,3600
AKDEc,1024,104654.4344,0.0556,1.055569478,5457.513439,86164.091,3600
AKDEc,1024,-4705.685,-0.0025,0.997541118,5536.465079,86164.091,3600
AKDEc,1024,-41786.4828,-0.0222,0.977842721,5218.671277,86164.091,3600
AKDEc,1024,-90725.6068,-0.0482,0.951757149,5572.246474,86164.091,3600
AKDEc,1024,23716.6524,0.0126,1.012562924,5452.966294,86164.091,3600
AKDEc,1024,-98631.1576,-0.0524,0.947645186,4179.607403,86164.091,3600
AKDEc,1024,-45174.576,-0.024,0.975966169,5458.52674,86164.091,3600
AKDEc,1024,47245.0774,0.0251,1.02509252,5434.117241,86164.091,3600
AKDEc,1024,79055.508,0.042,1.041971416,5350.840062,86164.091,3600
AKDEc,1024,63432.6338,0.0337,1.033703402,5295.78845,86164.091,3600
AKDEc,1024,-47433.3048,-0.0252,0.974778965,5576.163157,86164.091,3600
AKDEc,1024,90913.8342,0.0483,1.048325285,5334.275224,86164.091,3600
AKDEc,1024,93925.4726,0.0499,1.04989497,5349.40471,86164.091,3600
AKDEc,1024,83949.4204,0.0446,1.044643772,4186.052911,86164.091,3600
AKDEc,1024,85078.7848,0.0452,1.045244024,5140.868825,86164.091,3600
AKDEc,1024,-42539.3924,-0.0226,0.977367739,5467.404842,86164.091,3600
AKDEc,1024,40845.3458,0.0217,1.021654758,5054.928984,86164.091,3600
AKDEc,1024,-72844.0038,-0.0387,0.961336066,5539.91547,86164.091,3600
AKDEc,1024,83384.7382,0.0443,1.044328988,5552.720465,86164.091,3600
AKDEc,1024,76043.8696,0.0404,1.040439359,5573.712799,86164.091,3600
AKDEc,1024,-72091.0942,-0.0383,0.961698448,5348.561164,86164.091,3600
AKDEc,1024,58162.2666,0.0309,1.030923999,5260.328814,86164.091,3600
AKDEc,1024,-107289.618,-0.057,0.943046915,5292.116131,86164.091,3600
AKDEc,1024,-103901.5248,-0.0552,0.944778329,5247.44849,86164.091,3600
AKDEc,1024,-941.137,-0.0005,0.999527293,5361.887452,86164.091,3600
AKDEc,1024,-6399.7316,-0.0034,0.996623389,4136.487939,86164.091,3600
AKDEc,1024,6399.7316,0.0034,1.003367125,5546.320509,86164.091,3600
AKDEc,1024,32939.795,0.0175,1.017501526,3987.914144,86164.091,3600
AKDEc,1024,-53644.809,-0.0285,0.971460607,5236.607409,86164.091,3600
AKDEc,1024,45927.4856,0.0244,1.024388337,5419.775028,86164.091,3600
AKDEc,1024,-98254.7028,-0.0522,0.947832675,5650.864787,86164.091,3600
AKDEc,1024,-18822.74,-0.01,0.990003351,5432.374394,86164.091,3600
AKDEc,1024,25975.3812,0.0138,1.013791632,5383.716363,86164.091,3600
AKDEc,1024,-78490.8258,-0.0417,0.958272325,5307.819043,86164.091,3600
AKDEc,1024,-8093.7782,-0.0043,0.995721801,5089.255743,86164.091,3600
AKDEc,1024,564.6822,0.0003,1.000266715,5220.165536,86164.091,3600
AKDEc,1024,-32563.3402,-0.0173,0.982716029,5231.12395,86164.091,3600
AKDEc,1024,-45551.0308,-0.0242,0.975791198,5566.910322,86164.091,3600
AKDEc,1024,-9787.8248,-0.0052,0.994828597,3864.255823,86164.091,3600
AKDEc,1024,60044.5406,0.0319,1.03190373,5136.234765,86164.091,3600
AKDEc,1024,-86396.3766,-0.0459,0.954085595,5393.797148,86164.091,3600
AKDEc,1024,10540.7344,0.0056,1.005605526,4971.944377,86164.091,3600
AKDEc,1024,-29739.9292,-0.0158,0.984162297,5327.32169,86164.091,3600
AKDEc,1024,36327.8882,0.0193,1.019256294,5239.679079,86164.091,3600
AKDEc,1024,1505.8192,0.0008,1.000790055,5327.829563,86164.091,3600
AKDEc,1024,-132135.6348,-0.0702,0.929804478,5341.406639,86164.091,3600
AKDEc,1024,-23528.425,-0.0125,0.987473415,5181.541702,86164.091,3600
AKDEc,1024,-36704.343,-0.0195,0.980509415,5512.031046,86164.091,3600
AKDEc,1024,-24093.1072,-0.0128,0.987153491,3936.471203,86164.091,3600
AKDEc,1024,-85643.467,-0.0455,0.954465771,4015.819773,86164.091,3600
AKDEc,1024,90160.9246,0.0479,1.047879414,4088.075677,86164.091,3600
AKDEc,1024,31057.521,0.0165,1.016541771,5248.552896,86164.091,3600
AKDEc,1024,-79996.645,-0.0425,0.957507666,5395.20208,86164.091,3600
AKDEc,1024,-117830.3524,-0.0626,0.937351218,5364.335366,86164.091,3600
AKDEc,1024,-27481.2004,-0.0146,0.985370535,5193.670184,86164.091,3600
AKDE,2048,105595.5714,0.0561,1.056064608,10351.34808,86164.091,3600
AKDE,2048,92419.6534,0.0491,1.049137894,10520.41445,86164.091,3600
AKDE,2048,3576.3206,0.0019,1.001936053,10844.88772,86164.091,3600
AKDE,2048,93360.7904,0.0496,1.049593793,10885.28443,86164.091,3600
AKDE,2048,38963.0718,0.0207,1.020686509,11014.16397,86164.091,3600
AKDE,2048,81126.0094,0.0431,1.043065262,11041.9514,86164.091,3600
AKDE,2048,40657.1184,0.0216,1.021592485,11158.75976,86164.091,3600
AKDE,2048,105595.5714,0.0561,1.056055707,11220.90706,86164.091,3600
AKDE,2048,123288.947,0.0655,1.065486662,8266.442519,86164.091,3600
AKDE,2048,72844.0038,0.0387,1.038661936,8257.183763,86164.091,3600
AKDE,2048,50068.4884,0.0266,1.026595703,10747.98434,86164.091,3600
AKDE,2048,16375.7838,0.0087,1.008702353,11076.81562,86164.091,3600
AKDE,2048,51197.8528,0.0272,1.027192677,11005.39325,86164.091,3600
AKDE,2048,115195.1688,0.0612,1.061158523,10897.46687,86164.091,3600
AKDE,2048,59856.3132,0.0318,1.031846334,10682.11643,86164.091,3600
AKDE,2048,68138.3188,0.0362,1.036172268,10790.25538,86164.091,3600
AKDE,2048,171663.3888,0.0912,1.091154422,10829.88186,86164.091,3600
AKDE,2048,64561.9982,0.0343,1.034313925,10576.49218,86164.091,3600
AKDE,2048,30116.384,0.016,1.016034539,7873.375902,86164.091,3600
AKDE,2048,24846.0168,0.0132,1.013154606,10751.99267,86164.091,3600
AKDE,2048,102960.3878,0.0547,1.054656893,11088.6439,86164.091,3600
AKDE,2048,148699.646,0.079,1.07897821,11079.42732,86164.091,3600
AKDE,2048,85267.0122,0.0453,1.045335167,10556.32053,86164.091,3600
AKDE,2048,17693.3756,0.0094,1.009377334,11162.78412,86164.091,3600
AKDE,2048,90349.152,0.048,1.047959481,10709.44992,86164.091,3600
AKDE,2048,15246.4194,0.0081,1.008139373,10657.91922,86164.091,3600
AKDE,2048,75479.1874,0.0401,1.040117805,11393.68273,86164.091,3600
AKDE,2048,58726.9488,0.0312,1.031220781,10709.19647,86164.091,3600
AKDE,2048,95995.974,0.051,1.050965588,10680.47288,86164.091,3600
AKDE,2048,33128.0224,0.0176,1.017596236,11176.71674,86164.091,3600
AKDE,2048,-10352.507,-0.0055,0.99445767,10693.08202,86164.091,3600
AKDE,2048,92984.3356,0.0494,1.049422955,10957.14314,86164.091,3600
AKDE,2048,35574.9786,0.0189,1.018940092,8439.642034,86164.091,3600
AKDE,2048,128935.769,0.0685,1.068457034,8181.230801,86164.091,3600
AKDE,2048,53833.0364,0.0286,1.028582209,8453.940258,86164.091,3600
AKDE,2048,31245.7484,0.0166,1.016626935,11199.68849,86164.091,3600
AKDE,2048,29739.9292,0.0158,1.015837563,10916.50769,86164.091,3600
AKDE,2048,40845.3458,0.0217,1.021709587,10873.10062,86164.091,3600
AKDE,2048,32563.3402,0.0173,1.017332294,10647.05291,86164.091,3600
AKDE,2048,164698.975,0.0875,1.087505733,10884.39791,86164.091,3600
AKDE,2048,3199.8658,0.0017,1.001700089,8483.750862,86164.091,3600
AKDE,2048,21646.151,0.0115,1.011532034,8398.552483,86164.091,3600
AKDE,2048,76608.5518,0.0407,1.04071952,10692.47575,86164.091,3600
AKDE,2048,65126.6804,0.0346,1.034617693,8159.150841,86164.091,3600
AKDE,2048,43856.9842,0.0233,1.023313727,10653.63663,86164.091,3600
AKDE,2048,10728.9618,0.0057,1.005655607,10966.2643,86164.091,3600
AKDE,2048,88090.4232,0.0468,1.046796464,10715.0925,86164.091,3600
AKDE,2048,95431.2918,0.0507,1.050685993,10447.73647,86164.091,3600
AKDE,2048,51009.6254,0.0271,1.027051241,8218.673352,86164.091,3600
AKDE,2048,33692.7046,0.0179,1.017873773,10588.09156,86164.091,3600
AKDE,2048,86584.604,0.046,1.04598148,10652.06013,86164.091,3600
AKDE,2048,135147.2732,0.0718,1.071847093,10087.57822,86164.091,3600
AKDE,2048,152275.9666,0.0809,1.080936188,10827.22701,86164.091,3600
AKDE,2048,-37645.48,-0.02,0.979958224,11551.99095,86164.091,3600
AKDE,2048,90725.6068,0.0482,1.048213376,11188.11701,86164.091,3600
AKDE,2048,93360.7904,0.0496,1.049590375,10974.4226,86164.091,3600
AKDE,2048,106160.2536,0.0564,1.056440841,10903.29253,86164.091,3600
AKDE,2048,137970.6842,0.0733,1.073306102,10628.23909,86164.091,3600
AKDE,2048,11670.0988,0.0062,1.006231782,11204.10314,86164.091,3600
AKDE,2048,19199.1948,0.0102,1.010168931,8117.263848,86164.091,3600
AKDE,2048,157734.5612,0.0838,1.083758609,10576.64798,86164.091,3600
AKDE,2048,50821.398,0.027,1.027017019,10791.61417,86164.091,3600
AKDE,2048,36139.6608,0.0192,1.019242063,12105.57668,86164.091,3600
AKDE,2048,64561.9982,0.0343,1.034327633,11606.40257,86164.091,3600
AKDE,2048,34445.6142,0.0183,1.018258261,10413.80709,86164.091,3600
AKDE,2048,-15811.1016,-0.0084,0.991616273,7970.14597,86164.091,3600
AKDE,2048,121030.2182,0.0643,1.064332948,10574.48072,86164.091,3600
AKDE,2048,16940.466,0.009,1.00897058,10458.95876,86164.091,3600
AKDE,2048,9787.8248,0.0052,1.005172319,8050.276101,86164.091,3600
AKDE,2048,-15622.8742,-0.0083,0.991653616,10818.35519,86164.091,3600
AKDE,2048,-35574.9786,-0.0189,0.981094259,10757.55958,86164.091,3600
AKDE,2048,70020.5928,0.0372,1.037223556,10878.13306,86164.091,3600
AKDE,2048,59291.631,0.0315,1.03151903,11422.74835,86164.091,3600
AKDE,2048,41598.2554,0.0221,1.022117458,11278.60688,86164.091,3600
AKDE,2048,18634.5126,0.0099,1.009946848,8106.374915,86164.091,3600
AKDE,2048,83384.7382,0.0443,1.044303985,10849.93626,86164.091,3600
AKDE,2048,29739.9292,0.0158,1.01576399,10725.59405,86164.091,3600
AKDE,2048,108042.5276,0.0574,1.057356419,10597.3057,86164.091,3600
AKDE,2048,99760.522,0.053,1.053030603,10771.07544,86164.091,3600
AKDE,2048,145688.0076,0.0774,1.077432561,10846.33366,86164.091,3600
AKDE,2048,51574.3076,0.0274,1.027440376,8132.110572,86164.091,3600
AKDE,2048,138723.5938,0.0737,1.07365172,11608.03989,86164.091,3600
AKDE,2048,33880.932,0.018,1.017981269,8941.953012,86164.091,3600
AKDE,2048,65314.9078,0.0347,1.03474614,10063.75098,86164.091,3600
AKDE,2048,33880.932,0.018,1.017952014,11136.29562,86164.091,3600
AKDE,2048,68891.2284,0.0366,1.036564416,10187.1198,86164.091,3600
AKDE,2048,132888.5444,0.0706,1.070586329,10939.7602,86164.091,3600
AKDE,2048,90913.8342,0.0483,1.048268095,11142.20878,86164.091,3600
AKDE,2048,-51762.535,-0.0275,0.972546326,8681.120651,86164.091,3600
AKDE,2048,30681.0662,0.0163,1.016339792,11668.55219,86164.091,3600
AKDE,2048,111054.166,0.059,1.059009365,11747.29519,86164.091,3600
AKDE,2048,65126.6804,0.0346,1.03457091,10456.37825,86164.091,3600
AKDE,2048,158675.6982,0.0843,1.084322372,10605.25136,86164.091,3600
AKDE,2048,64938.453,0.0345,1.034458851,10979.56256,86164.091,3600
AKDE,2048,27104.7456,0.0144,1.014374613,10540.84326,86164.091,3600
AKDE,2048,180321.8492,0.0958,1.095811699,10892.26846,86164.091,3600
AKDE,2048,-11293.644,-0.006,0.994047552,10513.81888,86164.091,3600
AKDE,2048,64750.2256,0.0344,1.03436539,11104.11483,86164.091,3600
AKDE,2048,90349.152,0.048,1.048040914,8687.411032,86164.091,3600
AKDE,2048,79620.1902,0.0423,1.042310954,10530.47545,86164.091,3600
AKDE,2048,85455.2396,0.0454,1.045357837,10664.22484,86164.091,3600
AKDE,2048,140605.8678,0.0747,1.074667987,10683.64646,86164.091,3600
AKDE,2048,111242.3934,0.0591,1.059085273,11023.6121,86164.091,3600
AKDE,2048,85267.0122,0.0453,1.045275904,11227.04166,86164.091,3600
AKDE,2048,25975.3812,0.0138,1.013795406,10742.35056,86164.091,3600
AKDE,2048,81502.4642,0.0433,1.043335682,11356.18145,86164.091,3600
AKDE,2048,27669.4278,0.0147,1.014667187,11903.59117,86164.091,3600
AKDE,2048,73785.1408,0.0392,1.039197662,10738.40185,86164.091,3600
AKDE,2048,209685.3236,0.1114,1.111411088,10502.15911,86164.091,3600
AKDE,2048,135523.728,0.072,1.071988139,10597.36072,86164.091,3600
AKDE,2048,1317.5918,0.0007,1.000665157,7989.596458,86164.091,3600
AKDE,2048,105972.0262,0.0563,1.056295147,11070.32624,86164.091,3600
AKDE,2048,71714.6394,0.0381,1.038109398,10591.27149,86164.091,3600
AKDE,2048,145499.7802,0.0773,1.077285013,10952.03945,86164.091,3600
AKDE,2048,99195.8398,0.0527,1.052676298,11841.78514,86164.091,3600
AKDE,2048,36327.8882,0.0193,1.019327206,10448.44475,86164.091,3600
AKDE,2048,40657.1184,0.0216,1.021637241,10538.2592,86164.091,3600
AKDE,2048,13552.3728,0.0072,1.00721397,10738.1891,86164.091,3600
AKDE,2048,101831.0234,0.0541,1.054069921,10756.82608,86164.091,3600
AKDE,2048,9223.1426,0.0049,1.004874434,10913.32813,86164.091,3600
AKDE,2048,65503.1352,0.0348,1.034777153,10924.11371,86164.091,3600
AKDE,2048,51386.0802,0.0273,1.027264005,10694.6318,86164.091,3600
AKDE,2048,13552.3728,0.0072,1.007173595,8833.474578,86164.091,3600
AKDE,2048,111242.3934,0.0591,1.0590865,10678.65945,86164.091,3600
AKDE,2048,53080.1268,0.0282,1.028162903,8565.713699,86164.091,3600
AKDE,2048,42539.3924,0.0226,1.022604398,10604.12911,86164.091,3600
AKDE,2048,73973.3682,0.0393,1.039254789,10639.66993,86164.091,3600
AKDE,2048,-2070.5014,-0.0011,0.9988874,10447.28316,86164.091,3600
AKDE,2048,-1317.5918,-0.0007,0.999256929,10827.16057,86164.091,3600
AKDE,2048,91102.0616,0.0484,1.048431641,10853.50517,86164.091,3600
AKDE,2048,28234.11,0.015,1.015012671,8123.075016,86164.091,3600
AKDE,2048,81126.0094,0.0431,1.043135963,11770.95159,86164.091,3600
AKDE,2048,63809.0886,0.0339,1.033888851,10409.84282,86164.091,3600
AKDE,2048,9223.1426,0.0049,1.004941541,7861.202509,86164.091,3600
AKDE,2048,174863.2546,0.0929,1.092860861,8365.741119,86164.091,3600
AKDE,2048,-15999.329,-0.0085,0.991532342,10650.58257,86164.091,3600
AKDE,2048,43480.5294,0.0231,1.023141156,10688.7049,86164.091,3600
AKDE,2048,89596.2424,0.0476,1.047590767,10401.06159,86164.091,3600
AKDE,2048,58915.1762,0.0313,1.031335686,8673.936516,86164.091,3600
AKDE,2048,110113.029,0.0585,1.058473608,11825.40949,86164.091,3600
AKDE,2048,92043.1986,0.0489,1.048949057,7641.728688,86164.091,3600
AKDE,2048,144182.1884,0.0766,1.076634007,10580.23685,86164.091,3600
AKDE,2048,142488.1418,0.0757,1.07572895,10565.59359,86164.091,3600
AKDE,2048,25222.4716,0.0134,1.013403015,10915.16154,86164.091,3600
AKDE,2048,65879.59,0.035,1.035014565,10779.45247,86164.091,3600
AKDE,2048,12046.5536,0.0064,1.006400973,11618.42709,86164.091,3600
AKDE,2048,24281.3346,0.0129,1.012897866,10551.93353,86164.091,3600
AKDE,2048,106724.9358,0.0567,1.056695678,10624.43283,86164.091,3600
AKDE,2048,21646.151,0.0115,1.011476212,11494.30293,86164.091,3600
AKDE,2048,40657.1184,0.0216,1.021560146,11571.48684,86164.091,3600
AKDE,2048,-23904.8798,-0.0127,0.987274811,9094.130803,86164.091,3600
AKDE,2048,76232.097,0.0405,1.040549986,8271.610918,86164.091,3600
AKDE,2048,-22775.5154,-0.0121,0.987945013,10349.15753,86164.091,3600
AKDE,2048,46303.9404,0.0246,1.024583638,10766.84111,86164.091,3600
